Year,Round,GP_Name,Driver,fp2_TotalLaps,fp2_FastestLap,Q1_Time,Q2_Time,Q3_Time,Race_Position,Race_Points,Race_Status,Race_TotalLaps,Race_FastestLap
2023,22,Abu Dhabi Grand Prix,PER,17,85.112,84.209,84.116,84.171,4,12,Finished,58,87.493
2023,22,Abu Dhabi Grand Prix,PIA,18,85.361,84.487,84.278,83.782,6,8,Finished,58,88.138
2023,22,Abu Dhabi Grand Prix,RIC,16,85.467,84.461,84.442,,11,0,Finished,58,88.571
2023,22,Abu Dhabi Grand Prix,RUS,17,85.122,84.337,84.013,83.788,3,15,Finished,58,88.187
2023,22,Abu Dhabi Grand Prix,SAI,4,86.707,84.738,,,18,0,Retired,57,89.452
2023,22,Abu Dhabi Grand Prix,SAR,17,86.659,,,,16,0,Finished,58,88.58
2023,22,Abu Dhabi Grand Prix,STR,17,85.492,84.405,84.422,,10,1,Finished,58,88.05
2023,22,Abu Dhabi Grand Prix,TSU,17,85.669,84.286,84.207,83.968,8,4,Finished,58,89.256
2023,22,Abu Dhabi Grand Prix,VER,17,84.982,84.16,83.74,83.445,1,26,Finished,58,86.993
2023,22,Abu Dhabi Grand Prix,ZHO,18,85.223,85.159,,,17,0,Finished,58,88.746
2024,1,Bahrain Grand Prix,ALB,26,91.333,90.397,90.221,,15,0,Lapped,56,95.723
2024,1,Bahrain Grand Prix,ALO,22,90.66,90.179,89.801,89.542,9,2,Finished,57,94.199
2024,1,Bahrain Grand Prix,BOT,25,92.001,90.756,,,19,0,Lapped,56,96.202
2024,1,Bahrain Grand Prix,GAS,25,91.951,90.948,,,18,0,Lapped,56,94.805
2024,1,Bahrain Grand Prix,HAM,25,90.374,90.451,89.718,89.71,7,6,Finished,57,94.722
2024,1,Bahrain Grand Prix,HUL,23,90.884,90.566,89.851,90.502,16,0,Lapped,56,94.834
2024,1,Bahrain Grand Prix,LEC,26,91.113,90.243,89.165,89.407,4,12,Finished,57,94.09
2024,1,Bahrain Grand Prix,MAG,27,91.764,90.646,90.529,,12,0,Lapped,56,95.57
2024,1,Bahrain Grand Prix,NOR,25,92.608,90.143,89.941,89.614,6,8,Finished,57,94.476
2024,1,Bahrain Grand Prix,OCO,25,92.027,90.793,,,17,0,Lapped,56,96.226
2024,1,Bahrain Grand Prix,PER,26,91.115,90.221,89.932,89.537,2,18,Finished,57,94.364
2024,1,Bahrain Grand Prix,PIA,27,90.784,90.531,90.122,89.683,8,4,Finished,57,94.774
2024,1,Bahrain Grand Prix,RIC,26,91.516,90.562,90.278,,13,0,Lapped,56,95.163
2024,1,Bahrain Grand Prix,RUS,23,90.58,90.35,89.922,89.485,5,10,Finished,57,95.065
2024,1,Bahrain Grand Prix,SAI,25,90.769,89.909,89.573,89.507,3,15,Finished,57,94.507
2024,1,Bahrain Grand Prix,SAR,27,91.715,90.77,,,20,0,Lapped,55,94.735
2024,1,Bahrain Grand Prix,STR,26,90.891,89.965,90.2,,10,1,Finished,57,95.632
2024,1,Bahrain Grand Prix,TSU,29,91.881,90.481,90.129,,14,0,Lapped,56,95.833
2024,1,Bahrain Grand Prix,VER,25,90.851,90.031,89.374,89.179,1,26,Finished,57,92.608
2024,1,Bahrain Grand Prix,ZHO,28,92.048,90.757,,,11,0,Lapped,56,95.458
2024,2,Saudi Arabian Grand Prix,ALB,28,89.789,89.107,88.98,,11,0,Finished,50,92.307
2024,2,Saudi Arabian Grand Prix,ALO,28,88.827,88.706,88.122,87.846,5,10,Finished,50,92.387
2024,2,Saudi Arabian Grand Prix,BEA,,,88.984,88.642,,7,6,Finished,50,92.186
2024,2,Saudi Arabian Grand Prix,BOT,27,90.153,89.179,,,17,0,Lapped,49,92.706
2024,2,Saudi Arabian Grand Prix,GAS,29,89.528,89.479,,,20,0,Retired,1,121.453
2024,2,Saudi Arabian Grand Prix,HAM,22,89.504,88.994,88.606,88.46,9,2,Finished,50,91.746
2024,2,Saudi Arabian Grand Prix,HUL,26,90.077,89.055,,,10,1,Finished,50,92.366
2024,2,Saudi Arabian Grand Prix,LEC,25,89.18,88.318,88.112,87.791,3,16,Finished,50,91.632
2024,2,Saudi Arabian Grand Prix,MAG,24,89.985,89.069,89.02,,12,0,Finished,50,92.338
2024,2,Saudi Arabian Grand Prix,NOR,23,89.758,88.805,88.479,88.132,8,4,Finished,50,91.944
2024,2,Saudi Arabian Grand Prix,OCO,27,89.901,89.475,,,13,0,Lapped,49,93.481
2024,2,Saudi Arabian Grand Prix,PER,27,89.3,88.638,88.467,87.807,2,18,Finished,50,92.273
2024,2,Saudi Arabian Grand Prix,PIA,27,89.594,88.755,88.343,88.089,4,12,Finished,50,92.31
2024,2,Saudi Arabian Grand Prix,RIC,29,90.088,89.065,89.025,,16,0,Lapped,49,93.323
2024,2,Saudi Arabian Grand Prix,RUS,24,89.057,88.749,88.448,88.316,6,8,Finished,50,92.254
2024,2,Saudi Arabian Grand Prix,SAI,26,89.455,,,,,,,,
2024,2,Saudi Arabian Grand Prix,SAR,27,89.934,89.526,,,14,0,Lapped,49,93.026
2024,2,Saudi Arabian Grand Prix,STR,27,89.336,88.25,88.578,88.572,19,0,Retired,6,95.56
2024,2,Saudi Arabian Grand Prix,TSU,28,89.666,88.988,88.564,88.547,15,0,Lapped,49,93.523
2024,2,Saudi Arabian Grand Prix,VER,27,89.158,88.171,88.033,87.472,1,25,Finished,50,91.773
2024,2,Saudi Arabian Grand Prix,ZHO,27,89.777,,,,18,0,Lapped,49,92.208
2024,3,Australian Grand Prix,ALB,,,77.13,77.167,,11,0,Lapped,57,81.618
2024,3,Australian Grand Prix,ALO,31,77.912,76.991,76.71,77.552,8,4,Finished,58,80.493
2024,3,Australian Grand Prix,BOT,32,78.585,77.543,77.34,,14,0,Lapped,57,81.422
2024,3,Australian Grand Prix,GAS,33,78.691,77.982,,,13,0,Lapped,57,81.09
2024,3,Australian Grand Prix,HAM,23,78.834,77.499,76.96,,18,0,Retired,16,82.444
2024,3,Australian Grand Prix,HUL,28,78.702,77.976,,,9,2,Finished,58,81.145
2024,3,Australian Grand Prix,LEC,26,77.277,76.984,76.304,76.435,2,19,Finished,58,79.813
2024,3,Australian Grand Prix,MAG,31,79.275,77.709,77.427,,10,1,Lapped,57,81.082
2024,3,Australian Grand Prix,NOR,23,78.155,77.43,76.75,76.315,3,15,Finished,58,79.915
2024,3,Australian Grand Prix,OCO,32,78.705,77.617,77.697,,16,0,Lapped,57,81.354
2024,3,Australian Grand Prix,PER,33,78.09,76.805,76.631,76.274,5,10,Finished,58,80.388
2024,3,Australian Grand Prix,PIA,29,78.077,77.369,76.601,76.572,4,12,Finished,58,80.199
2024,3,Australian Grand Prix,RIC,30,78.534,78.085,,,12,0,Lapped,57,81.239
2024,3,Australian Grand Prix,RUS,24,77.951,77.062,76.901,76.724,17,0,Retired,57,80.284
2024,3,Australian Grand Prix,SAI,25,77.707,76.731,76.189,76.185,1,25,Finished,58,80.031
2024,3,Australian Grand Prix,SAR,23,78.578,,,,,,,,
2024,3,Australian Grand Prix,STR,29,77.822,77.376,76.78,77.072,6,8,Finished,58,80.93
2024,3,Australian Grand Prix,TSU,27,78.188,77.356,76.791,76.788,7,6,Finished,58,81.134
2024,3,Australian Grand Prix,VER,21,77.658,76.819,76.387,75.915,19,0,Retired,4,83.115
2024,3,Australian Grand Prix,ZHO,32,78.421,78.188,,,15,0,Lapped,57,81.327
2024,4,Japanese Grand Prix,ALB,5,123.821,89.963,89.714,,20,0,Retired,1,
2024,4,Japanese Grand Prix,ALO,,,89.254,89.082,88.686,6,8,Finished,53,94.726
2024,4,Japanese Grand Prix,BOT,7,116.059,89.602,89.593,,14,0,Lapped,52,96.608
2024,4,Japanese Grand Prix,GAS,,,90.119,,,16,0,Lapped,52,96.642
2024,4,Japanese Grand Prix,HAM,6,95.226,89.661,88.887,88.766,9,2,Finished,53,93.952
2024,4,Japanese Grand Prix,HUL,5,109.473,89.821,89.494,,11,0,Lapped,52,95.325
2024,4,Japanese Grand Prix,LEC,4,98.76,89.338,89.196,88.786,4,12,Finished,53,95.044
2024,4,Japanese Grand Prix,MAG,4,,90.131,,,13,0,Lapped,52,96.654
2024,4,Japanese Grand Prix,NOR,3,104.977,89.536,88.94,88.489,5,10,Finished,53,95.186
2024,4,Japanese Grand Prix,OCO,3,119.113,89.811,89.816,,15,0,Lapped,52,96.232
2024,4,Japanese Grand Prix,PER,,,89.303,88.752,88.263,2,18,Finished,53,93.945
2024,4,Japanese Grand Prix,PIA,7,94.725,89.425,89.148,88.76,8,4,Finished,53,94.802
2024,4,Japanese Grand Prix,RIC,9,101.913,89.727,89.472,,19,0,Retired,1,
2024,4,Japanese Grand Prix,RUS,,,89.799,89.14,89.008,7,6,Finished,53,94.404
2024,4,Japanese Grand Prix,SAI,3,112.579,89.513,89.099,88.682,3,15,Finished,53,93.841
2024,4,Japanese Grand Prix,SAR,,,90.139,,,17,0,Lapped,52,94.9
2024,4,Japanese Grand Prix,STR,,,90.024,,,12,0,Lapped,52,95.798
2024,4,Japanese Grand Prix,TSU,8,100.946,89.775,89.417,89.413,10,1,Lapped,52,96.342
2024,4,Japanese Grand Prix,VER,,,88.866,88.74,88.197,1,26,Finished,53,93.706
2024,4,Japanese Grand Prix,ZHO,7,123.317,90.143,,,18,0,Retired,12,97.16
2024,7,Emilia Romagna Grand Prix,ALB,23,77.135,76.524,76.2,,20,0,Retired,51,81.274
2024,7,Emilia Romagna Grand Prix,ALO,29,76.838,76.917,,,19,0,Lapped,62,79.004
2024,7,Emilia Romagna Grand Prix,BOT,28,77.088,76.626,,,18,0,Lapped,62,81.455
2024,7,Emilia Romagna Grand Prix,GAS,32,77.064,76.015,76.381,,16,0,Lapped,62,81.371
2024,7,Emilia Romagna Grand Prix,HAM,29,76.297,76.604,75.677,75.504,6,8,Finished,63,80.331
2024,7,Emilia Romagna Grand Prix,HUL,28,76.826,75.841,75.569,75.98,11,0,Lapped,62,81.7
2024,7,Emilia Romagna Grand Prix,LEC,29,75.906,75.823,75.328,74.97,3,15,Finished,63,79.935
2024,7,Emilia Romagna Grand Prix,MAG,32,77.129,76.854,,,12,0,Lapped,62,81.009
2024,7,Emilia Romagna Grand Prix,NOR,30,76.98,75.915,75.371,74.837,2,18,Finished,63,79.994
2024,7,Emilia Romagna Grand Prix,OCO,31,77.008,76.361,75.906,,14,0,Lapped,62,81.304
2024,7,Emilia Romagna Grand Prix,PER,25,76.552,76.404,75.706,,8,4,Finished,63,79.686
2024,7,Emilia Romagna Grand Prix,PIA,30,76.098,75.94,75.407,74.82,4,12,Finished,63,79.907
2024,7,Emilia Romagna Grand Prix,RIC,32,76.967,76.06,75.691,75.674,13,0,Lapped,62,81.569
2024,7,Emilia Romagna Grand Prix,RUS,32,76.311,76.107,75.671,75.234,7,7,Finished,63,78.589
2024,7,Emilia Romagna Grand Prix,SAI,30,76.423,76.015,75.512,75.233,5,10,Finished,63,80.22
2024,7,Emilia Romagna Grand Prix,SAR,22,77.848,,,,17,0,Lapped,62,81.229
2024,7,Emilia Romagna Grand Prix,STR,26,76.991,76.458,75.992,,9,2,Finished,63,80.57
2024,7,Emilia Romagna Grand Prix,TSU,32,76.286,75.894,75.358,75.465,10,1,Lapped,62,80.936
2024,7,Emilia Romagna Grand Prix,VER,23,76.447,75.762,75.176,74.746,1,25,Finished,63,80.366
2024,7,Emilia Romagna Grand Prix,ZHO,28,77.606,76.834,,,15,0,Lapped,62,81.016
2024,8,Monaco Grand Prix,ALB,38,72.257,71.623,71.216,70.948,9,2,Lapped,77,77.06
2024,8,Monaco Grand Prix,ALO,37,71.753,72.019,,,11,0,Lapped,76,77.939
2024,8,Monaco Grand Prix,BOT,31,73.057,72.512,,,13,0,Lapped,76,76.561
2024,8,Monaco Grand Prix,GAS,35,72.75,71.714,70.896,71.311,10,1,Lapped,77,75.625
2024,8,Monaco Grand Prix,HAM,32,71.466,71.528,71.056,70.621,7,7,Finished,78,74.165
2024,8,Monaco Grand Prix,HUL,34,72.569,71.876,71.44,,19,0,Retired,1,
2024,8,Monaco Grand Prix,LEC,37,71.278,71.584,70.825,70.27,1,25,Finished,78,75.162
2024,8,Monaco Grand Prix,MAG,31,72.473,71.832,71.725,,20,0,Retired,1,
2024,8,Monaco Grand Prix,NOR,35,71.953,71.76,70.732,70.542,4,12,Finished,78,75.742
2024,8,Monaco Grand Prix,OCO,34,72.554,71.887,71.285,,17,0,Retired,1,
2024,8,Monaco Grand Prix,PER,31,72.099,72.06,,,18,0,Retired,1,
2024,8,Monaco Grand Prix,PIA,35,72.366,71.5,70.756,70.424,2,18,Finished,78,76.281
2024,8,Monaco Grand Prix,RIC,37,72.577,71.785,71.482,,12,0,Lapped,76,77.172
2024,8,Monaco Grand Prix,RUS,30,72.26,71.492,70.929,70.543,5,10,Finished,78,75.228
2024,8,Monaco Grand Prix,SAI,36,71.962,71.543,71.075,70.518,3,15,Finished,78,74.726
2024,8,Monaco Grand Prix,SAR,36,72.79,72.02,,,15,0,Lapped,76,75.525
2024,8,Monaco Grand Prix,STR,22,72.062,71.728,71.563,,14,0,Lapped,76,76.71
2024,8,Monaco Grand Prix,TSU,36,72.349,71.852,71.106,70.858,8,4,Lapped,77,74.72
2024,8,Monaco Grand Prix,VER,37,71.813,71.711,70.745,70.567,6,8,Finished,78,74.569
2024,8,Monaco Grand Prix,ZHO,32,73.773,73.028,,,16,0,Lapped,76,74.718
2024,9,Canadian Grand Prix,ALB,22,76.977,72.896,72.485,72.796,17,0,Retired,53,79.359
2024,9,Canadian Grand Prix,ALO,25,75.81,73.117,72.635,72.228,6,8,Finished,70,76.303
2024,9,Canadian Grand Prix,BOT,21,77.817,73.366,,,13,0,Finished,70,77.25
2024,9,Canadian Grand Prix,GAS,26,80.789,73.289,72.94,,9,2,Finished,70,77.013
2024,9,Canadian Grand Prix,HAM,27,76.908,72.851,71.979,72.28,4,13,Finished,70,74.856
2024,9,Canadian Grand Prix,HUL,20,77.903,73.978,,,11,0,Finished,70,76.683
2024,9,Canadian Grand Prix,LEC,24,76.556,73.107,72.691,,19,0,Retired,41,86.012
2024,9,Canadian Grand Prix,MAG,15,76.773,73.217,72.916,,12,0,Finished,70,76.499
2024,9,Canadian Grand Prix,NOR,21,80.843,72.959,72.201,72.021,2,18,Finished,70,75.558
2024,9,Canadian Grand Prix,OCO,31,77.417,73.435,,,10,1,Finished,70,77.012
2024,9,Canadian Grand Prix,PER,19,77.041,73.326,,,18,0,Retired,52,78.819
2024,9,Canadian Grand Prix,PIA,20,79.008,72.907,72.462,72.103,5,10,Finished,70,76.247
2024,9,Canadian Grand Prix,RIC,23,76.731,73.24,72.572,72.178,8,4,Finished,70,77.076
2024,9,Canadian Grand Prix,RUS,24,76.273,73.013,71.742,72.0,3,15,Finished,70,74.895
2024,9,Canadian Grand Prix,SAI,27,77.722,73.038,72.728,,16,0,Retired,53,78.957
2024,9,Canadian Grand Prix,SAR,22,77.496,73.063,72.736,,20,0,Retired,24,86.484
2024,9,Canadian Grand Prix,STR,27,76.464,73.088,72.659,72.701,7,6,Finished,70,76.762
2024,9,Canadian Grand Prix,TSU,22,76.951,72.748,72.303,72.414,14,0,Finished,70,77.309
2024,9,Canadian Grand Prix,VER,4,79.311,72.36,72.549,72.0,1,25,Finished,70,75.569
2024,9,Canadian Grand Prix,ZHO,17,79.087,74.292,,,15,0,Lapped,69,77.325
2024,10,Spanish Grand Prix,ALB,34,74.807,73.153,,,18,0,Lapped,65,79.132
2024,10,Spanish Grand Prix,ALO,28,74.091,72.505,72.128,,12,0,Lapped,65,78.334
2024,10,Spanish Grand Prix,BOT,30,73.924,72.758,72.227,,16,0,Lapped,65,79.608
2024,10,Spanish Grand Prix,GAS,27,73.443,72.651,72.079,71.857,9,2,Finished,66,79.045
2024,10,Spanish Grand Prix,HAM,28,73.264,72.143,71.792,71.701,3,15,Finished,66,77.809
2024,10,Spanish Grand Prix,HUL,29,74.053,72.708,72.31,,11,0,Finished,66,78.609
2024,10,Spanish Grand Prix,LEC,22,73.597,72.257,72.038,71.731,5,10,Finished,66,77.897
2024,10,Spanish Grand Prix,MAG,32,74.021,72.937,,,17,0,Lapped,65,79.805
2024,10,Spanish Grand Prix,NOR,31,73.319,72.386,71.872,71.383,2,19,Finished,66,77.115
2024,10,Spanish Grand Prix,OCO,30,73.766,72.691,72.109,72.125,10,1,Finished,66,78.982
2024,10,Spanish Grand Prix,PER,23,74.081,72.477,72.054,72.061,8,4,Finished,66,77.785
2024,10,Spanish Grand Prix,PIA,28,73.622,72.46,72.011,,7,6,Finished,66,77.874
2024,10,Spanish Grand Prix,RIC,29,74.257,73.075,,,15,0,Lapped,65,79.45
2024,10,Spanish Grand Prix,RUS,28,73.722,72.456,71.812,71.703,4,12,Finished,66,78.29
2024,10,Spanish Grand Prix,SAI,30,73.286,72.403,71.874,71.736,6,8,Finished,66,78.539
2024,10,Spanish Grand Prix,SAR,33,75.07,73.509,,,20,0,Lapped,64,80.172
2024,10,Spanish Grand Prix,STR,28,74.402,72.881,72.372,,14,0,Lapped,65,79.318
2024,10,Spanish Grand Prix,TSU,31,74.211,72.985,,,19,0,Lapped,65,79.447
2024,10,Spanish Grand Prix,VER,29,73.504,72.306,71.653,71.403,1,25,Finished,66,77.776
2024,10,Spanish Grand Prix,ZHO,21,74.345,72.88,72.738,,13,0,Lapped,65,78.771
2024,12,British Grand Prix,ALB,26,87.645,91.135,86.933,86.64,9,2,Finished,52,89.718
2024,12,British Grand Prix,ALO,25,87.372,91.264,86.73,86.917,8,4,Finished,52,89.71
2024,12,British Grand Prix,BOT,16,87.381,92.431,,,15,0,Lapped,51,91.277
2024,12,British Grand Prix,GAS,24,87.732,99.804,,,20,0,Did not start,1,
2024,12,British Grand Prix,HAM,26,87.202,89.547,86.77,85.99,1,25,Finished,52,89.438
2024,12,British Grand Prix,HUL,26,86.99,91.929,86.847,86.338,6,8,Finished,52,89.836
2024,12,British Grand Prix,LEC,27,87.15,90.496,87.097,,14,0,Lapped,51,89.748
2024,12,British Grand Prix,MAG,20,88.122,92.905,,,12,0,Finished,52,90.093
2024,12,British Grand Prix,NOR,26,86.549,91.596,86.559,86.03,3,15,Finished,52,89.262
2024,12,British Grand Prix,OCO,19,87.743,94.557,,,16,0,Lapped,50,90.875
2024,12,British Grand Prix,PER,25,86.983,98.348,,,17,0,Lapped,50,89.707
2024,12,British Grand Prix,PIA,24,86.88,90.895,86.733,86.237,4,12,Finished,52,88.748
2024,12,British Grand Prix,RIC,25,87.916,91.291,87.949,,13,0,Lapped,51,90.735
2024,12,British Grand Prix,RUS,26,87.294,90.106,86.723,85.819,19,0,Retired,33,91.298
2024,12,British Grand Prix,SAI,31,87.249,90.557,86.843,86.509,5,11,Finished,52,88.293
2024,12,British Grand Prix,SAR,24,87.809,91.608,87.175,,11,0,Finished,52,89.972
2024,12,British Grand Prix,STR,21,87.274,91.41,86.938,86.585,7,6,Finished,52,89.897
2024,12,British Grand Prix,TSU,26,87.745,90.994,87.269,,10,1,Finished,52,90.229
2024,12,British Grand Prix,VER,21,87.233,91.342,86.796,86.203,2,18,Finished,52,88.952
2024,12,British Grand Prix,ZHO,19,87.813,91.19,87.867,,18,0,Lapped,50,91.014
2024,13,Hungarian Grand Prix,ALB,22,78.514,77.28,76.429,,14,0,Lapped,69,83.93
2024,13,Hungarian Grand Prix,ALO,23,78.519,77.624,76.117,76.043,11,0,Finished,70,83.063
2024,13,Hungarian Grand Prix,BOT,25,78.586,77.487,76.384,,16,0,Lapped,69,82.792
2024,13,Hungarian Grand Prix,GAS,24,78.888,78.166,,,20,0,Retired,33,83.34
2024,13,Hungarian Grand Prix,HAM,20,78.363,77.087,76.307,75.854,3,15,Finished,70,82.153
2024,13,Hungarian Grand Prix,HUL,25,78.791,77.362,76.317,,13,0,Lapped,69,83.461
2024,13,Hungarian Grand Prix,LEC,8,79.286,77.437,75.891,75.905,4,12,Finished,70,82.182
2024,13,Hungarian Grand Prix,MAG,24,78.315,77.851,76.548,,15,0,Lapped,69,83.553
2024,13,Hungarian Grand Prix,NOR,24,77.788,77.755,75.54,75.227,2,18,Finished,70,81.712
2024,13,Hungarian Grand Prix,OCO,25,78.754,78.049,,,18,0,Lapped,69,81.61
2024,13,Hungarian Grand Prix,PER,23,78.255,77.886,,,7,6,Finished,70,81.096
2024,13,Hungarian Grand Prix,PIA,21,78.618,77.504,75.785,75.249,1,25,Finished,70,81.716
2024,13,Hungarian Grand Prix,RIC,20,78.371,77.05,76.202,76.447,12,0,Lapped,69,82.64
2024,13,Hungarian Grand Prix,RUS,20,78.294,77.968,,,8,5,Finished,70,80.305
2024,13,Hungarian Grand Prix,SAI,23,78.185,77.244,75.885,75.696,6,8,Finished,70,81.441
2024,13,Hungarian Grand Prix,SAR,21,78.611,77.77,76.543,,17,0,Lapped,69,80.561
2024,13,Hungarian Grand Prix,STR,25,79.179,77.405,76.075,76.244,10,1,Finished,70,82.338
2024,13,Hungarian Grand Prix,TSU,13,79.606,77.436,76.121,76.477,9,2,Finished,70,83.533
2024,13,Hungarian Grand Prix,VER,20,78.031,77.087,75.77,75.273,5,10,Finished,70,80.908
2024,13,Hungarian Grand Prix,ZHO,25,80.067,78.037,,,19,0,Lapped,69,83.487
2024,14,Belgian Grand Prix,ALB,23,103.892,115.722,114.473,,12,0,Finished,44,107.996
2024,14,Belgian Grand Prix,ALO,24,103.538,115.489,114.258,114.765,8,4,Finished,44,108.051
2024,14,Belgian Grand Prix,BOT,24,103.675,115.531,114.764,,15,0,Finished,44,107.019
2024,14,Belgian Grand Prix,GAS,24,103.829,114.911,114.635,,13,0,Finished,44,107.418
2024,14,Belgian Grand Prix,HAM,25,103.519,115.692,114.037,113.835,1,25,Finished,44,106.653
2024,14,Belgian Grand Prix,HUL,21,103.846,116.308,,,18,0,Finished,44,108.954
2024,14,Belgian Grand Prix,LEC,23,102.837,115.349,114.193,113.754,3,15,Finished,44,107.013
2024,14,Belgian Grand Prix,MAG,21,103.485,116.5,,,14,0,Finished,44,107.848
2024,14,Belgian Grand Prix,NOR,19,102.26,115.582,114.358,113.981,5,10,Finished,44,105.563
2024,14,Belgian Grand Prix,OCO,23,103.401,115.417,114.46,114.81,9,2,Finished,44,106.957
2024,14,Belgian Grand Prix,PER,24,103.504,115.139,114.47,113.765,7,7,Finished,44,104.701
2024,14,Belgian Grand Prix,PIA,23,102.475,114.835,114.136,114.027,2,18,Finished,44,105.84
2024,14,Belgian Grand Prix,RIC,21,103.823,115.451,114.682,,10,1,Finished,44,107.435
2024,14,Belgian Grand Prix,RUS,24,103.29,115.353,114.095,114.184,20,0,Disqualified,44,107.113
2024,14,Belgian Grand Prix,SAI,25,103.098,115.169,114.112,114.477,6,8,Finished,44,106.364
2024,14,Belgian Grand Prix,SAR,24,104.226,117.23,,,17,0,Finished,44,107.49
2024,14,Belgian Grand Prix,STR,21,103.532,116.072,115.716,,11,0,Finished,44,108.105
2024,14,Belgian Grand Prix,TSU,24,104.348,116.593,,,16,0,Finished,44,107.969
2024,14,Belgian Grand Prix,VER,26,102.477,114.938,113.837,113.159,4,12,Finished,44,106.128
2024,14,Belgian Grand Prix,ZHO,23,104.302,117.775,,,19,0,Retired,5,112.099
2024,15,Dutch Grand Prix,ALB,33,71.55,,70.768,70.653,14,0,Lapped,71,74.434
2024,15,Dutch Grand Prix,ALO,30,71.357,71.493,70.845,70.633,10,1,Lapped,71,74.758
2024,15,Dutch Grand Prix,BOT,32,72.206,72.168,,,19,0,Lapped,70,75.822
2024,15,Dutch Grand Prix,GAS,33,71.644,71.718,70.815,70.977,9,2,Lapped,71,74.855
2024,15,Dutch Grand Prix,HAM,30,70.813,71.375,70.948,,8,4,Finished,72,73.878
2024,15,Dutch Grand Prix,HUL,10,73.296,71.832,71.215,,11,0,Lapped,71,75.657
2024,15,Dutch Grand Prix,LEC,31,71.443,71.37,70.689,70.582,3,15,Finished,72,74.585
2024,15,Dutch Grand Prix,MAG,33,71.43,71.63,71.295,,18,0,Lapped,71,74.954
2024,15,Dutch Grand Prix,NOR,34,70.961,71.377,70.496,69.673,1,26,Finished,72,73.817
2024,15,Dutch Grand Prix,OCO,33,72.061,71.995,,,15,0,Lapped,71,75.39
2024,15,Dutch Grand Prix,PER,29,71.581,71.006,70.678,70.416,6,8,Finished,72,74.587
2024,15,Dutch Grand Prix,PIA,33,70.763,71.541,70.505,70.172,4,12,Finished,72,74.237
2024,15,Dutch Grand Prix,RIC,31,71.63,71.943,,,12,0,Lapped,71,75.222
2024,15,Dutch Grand Prix,RUS,30,70.702,71.049,70.552,70.244,7,6,Finished,72,73.927
2024,15,Dutch Grand Prix,SAI,7,73.108,71.327,70.914,,5,10,Finished,72,74.117
2024,15,Dutch Grand Prix,SAR,32,71.818,,,,16,0,Lapped,71,75.539
2024,15,Dutch Grand Prix,STR,31,71.576,71.518,70.661,70.857,13,0,Lapped,71,75.255
2024,15,Dutch Grand Prix,TSU,31,71.374,71.603,70.955,,17,0,Lapped,71,75.552
2024,15,Dutch Grand Prix,VER,33,70.986,71.393,70.811,70.029,2,18,Finished,72,74.752
2024,15,Dutch Grand Prix,ZHO,33,71.934,73.261,,,20,0,Lapped,70,75.724
2024,16,Italian Grand Prix,ALB,25,81.592,80.542,80.314,80.299,9,2,Finished,53,83.918
2024,16,Italian Grand Prix,ALO,24,81.316,80.617,80.421,,11,0,Finished,53,82.944
2024,16,Italian Grand Prix,BOT,25,81.461,81.101,,,16,0,Lapped,52,83.609
2024,16,Italian Grand Prix,COL,20,81.784,81.061,,,12,0,Finished,53,83.728
2024,16,Italian Grand Prix,GAS,23,81.819,80.748,80.738,,15,0,Lapped,52,83.755
2024,16,Italian Grand Prix,HAM,24,80.738,80.477,79.641,79.513,5,10,Finished,53,81.512
2024,16,Italian Grand Prix,HUL,25,81.14,80.781,80.411,80.339,17,0,Lapped,52,83.275
2024,16,Italian Grand Prix,LEC,26,80.892,80.074,80.007,79.461,1,25,Finished,53,83.226
2024,16,Italian Grand Prix,MAG,11,81.499,80.856,80.698,,10,1,Finished,53,83.437
2024,16,Italian Grand Prix,NOR,23,80.741,79.911,79.727,79.327,3,16,Finished,53,81.432
2024,16,Italian Grand Prix,OCO,22,81.867,80.764,80.766,,14,0,Lapped,52,84.343
2024,16,Italian Grand Prix,PER,14,81.678,80.598,80.216,80.062,8,4,Finished,53,82.971
2024,16,Italian Grand Prix,PIA,24,80.858,80.076,79.808,79.436,2,18,Finished,53,81.943
2024,16,Italian Grand Prix,RIC,23,81.3,80.901,80.479,,13,0,Finished,53,84.219
2024,16,Italian Grand Prix,RUS,20,81.086,80.169,79.877,79.44,7,6,Finished,53,82.036
2024,16,Italian Grand Prix,SAI,27,80.841,80.149,79.799,79.467,4,12,Finished,53,83.219
2024,16,Italian Grand Prix,STR,27,81.363,81.013,,,19,0,Lapped,52,82.232
2024,16,Italian Grand Prix,TSU,20,81.735,80.945,,,20,0,Retired,7,86.198
2024,16,Italian Grand Prix,VER,24,81.61,80.226,79.662,80.022,6,8,Finished,53,81.745
2024,16,Italian Grand Prix,ZHO,27,82.223,81.445,,,18,0,Lapped,52,85.092
2024,17,Azerbaijan Grand Prix,ALB,25,104.737,102.899,102.84,102.859,7,6,Finished,51,106.947
2024,17,Azerbaijan Grand Prix,ALO,25,104.683,103.472,102.426,102.369,6,8,Finished,51,107.057
2024,17,Azerbaijan Grand Prix,BEA,24,104.547,103.471,102.968,,10,1,Finished,51,107.048
2024,17,Azerbaijan Grand Prix,BOT,24,104.785,103.618,,,16,0,Lapped,50,108.418
2024,17,Azerbaijan Grand Prix,COL,23,104.749,103.138,102.473,102.53,8,4,Finished,51,107.274
2024,17,Azerbaijan Grand Prix,GAS,22,105.391,,103.179,,12,0,Finished,51,108.018
